8.9496 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7ff51e415150>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1600,  900]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
24.4994 	EXP 	window1: blendMode = 'avg'
24.5163 	EXP 	window1: blendMode = 'avg'
24.5330 	EXP 	window1: blendMode = 'avg'
24.5497 	EXP 	window1: blendMode = 'avg'
24.5664 	EXP 	window1: blendMode = 'avg'
24.5828 	EXP 	window1: blendMode = 'avg'
24.5996 	EXP 	window1: blendMode = 'avg'
24.6164 	EXP 	window1: blendMode = 'avg'
24.6330 	EXP 	window1: blendMode = 'avg'
24.6501 	EXP 	window1: blendMode = 'avg'
24.6666 	EXP 	window1: blendMode = 'avg'
24.6834 	EXP 	window1: blendMode = 'avg'
24.7002 	EXP 	window1: blendMode = 'avg'
24.7163 	EXP 	window1: blendMode = 'avg'
24.7331 	EXP 	window1: blendMode = 'avg'
24.7495 	EXP 	window1: blendMode = 'avg'
24.7662 	EXP 	window1: blendMode = 'avg'
24.7830 	EXP 	window1: blendMode = 'avg'
24.7998 	EXP 	window1: blendMode = 'avg'
24.8162 	EXP 	window1: blendMode = 'avg'
24.8327 	EXP 	window1: blendMode = 'avg'
24.8494 	EXP 	window1: blendMode = 'avg'
24.8662 	EXP 	window1: blendMode = 'avg'
24.8830 	EXP 	window1: blendMode = 'avg'
24.8999 	EXP 	window1: blendMode = 'avg'
24.9166 	EXP 	window1: blendMode = 'avg'
24.9335 	EXP 	window1: blendMode = 'avg'
24.9502 	EXP 	window1: blendMode = 'avg'
24.9667 	EXP 	window1: blendMode = 'avg'
24.9827 	EXP 	Sound  started
24.9834 	EXP 	window1: blendMode = 'avg'
25.0002 	EXP 	window1: blendMode = 'avg'
25.0168 	EXP 	window1: blendMode = 'avg'
25.0335 	EXP 	window1: blendMode = 'avg'
25.0502 	EXP 	window1: blendMode = 'avg'
25.0670 	EXP 	window1: blendMode = 'avg'
25.0835 	EXP 	window1: blendMode = 'avg'
25.1001 	EXP 	window1: blendMode = 'avg'
25.1169 	EXP 	window1: blendMode = 'avg'
25.1335 	EXP 	window1: blendMode = 'avg'
25.1502 	EXP 	window1: blendMode = 'avg'
25.1668 	EXP 	window1: blendMode = 'avg'
25.1835 	EXP 	window1: blendMode = 'avg'
25.2001 	EXP 	window1: blendMode = 'avg'
25.2168 	EXP 	window1: blendMode = 'avg'
25.2335 	EXP 	window1: blendMode = 'avg'
25.2501 	EXP 	window1: blendMode = 'avg'
25.2668 	EXP 	window1: blendMode = 'avg'
25.2834 	EXP 	window1: blendMode = 'avg'
25.3002 	EXP 	window1: blendMode = 'avg'
25.3168 	EXP 	window1: blendMode = 'avg'
25.3335 	EXP 	window1: blendMode = 'avg'
25.3502 	EXP 	window1: blendMode = 'avg'
25.3668 	EXP 	window1: blendMode = 'avg'
25.3835 	EXP 	window1: blendMode = 'avg'
25.4002 	EXP 	window1: blendMode = 'avg'
25.4162 	DATA 	Keypress: return
25.4171 	EXP 	window1: blendMode = 'avg'
25.4336 	EXP 	window1: blendMode = 'avg'
25.4502 	EXP 	window1: blendMode = 'avg'
25.4825 	EXP 	text_fixation: autoDraw = False
25.5991 	DATA 	Keypress: right
25.5998 	EXP 	Sound  stopped
25.6084 	EXP 	window1: blendMode = 'avg'
25.6155 	EXP 	text_fixation: autoDraw = False
25.6155 	EXP 	text_type: alignHoriz = 'left'
25.6155 	EXP 	text_type: autoDraw = True
25.6155 	EXP 	text_type: text = u'What did you hear?\n'
25.6161 	EXP 	window1: blendMode = 'avg'
25.6328 	EXP 	window1: blendMode = 'avg'
25.6496 	EXP 	window1: blendMode = 'avg'
25.6663 	EXP 	window1: blendMode = 'avg'
25.6830 	EXP 	window1: blendMode = 'avg'
25.6996 	EXP 	window1: blendMode = 'avg'
25.7163 	EXP 	window1: blendMode = 'avg'
25.7330 	EXP 	window1: blendMode = 'avg'
25.7494 	EXP 	window1: blendMode = 'avg'
25.7662 	EXP 	window1: blendMode = 'avg'
25.7828 	EXP 	window1: blendMode = 'avg'
25.7995 	EXP 	window1: blendMode = 'avg'
25.8162 	EXP 	window1: blendMode = 'avg'
25.8330 	EXP 	window1: blendMode = 'avg'
25.8500 	EXP 	window1: blendMode = 'avg'
25.8667 	EXP 	window1: blendMode = 'avg'
25.8834 	EXP 	window1: blendMode = 'avg'
25.9001 	EXP 	window1: blendMode = 'avg'
25.9160 	EXP 	window1: blendMode = 'avg'
25.9329 	EXP 	window1: blendMode = 'avg'
25.9497 	EXP 	window1: blendMode = 'avg'
25.9664 	EXP 	window1: blendMode = 'avg'
25.9831 	EXP 	window1: blendMode = 'avg'
25.9997 	EXP 	window1: blendMode = 'avg'
26.0167 	EXP 	window1: blendMode = 'avg'
26.0327 	EXP 	window1: blendMode = 'avg'
26.0496 	EXP 	window1: blendMode = 'avg'
26.0664 	EXP 	window1: blendMode = 'avg'
26.0831 	EXP 	window1: blendMode = 'avg'
26.0997 	EXP 	window1: blendMode = 'avg'
26.1164 	EXP 	window1: blendMode = 'avg'
26.1330 	EXP 	window1: blendMode = 'avg'
26.1495 	DATA 	Keypress: return
26.1503 	EXP 	window1: blendMode = 'avg'
26.1669 	EXP 	New trial (rep=0, index=1): {'word': u'\u662f', 'file': u'stimuli/14.wav', 'word_id': 14}
26.1671 	EXP 	Set  sound=stimuli/14.wav
26.1674 	EXP 	window1: blendMode = 'avg'
26.1823 	EXP 	text_type: autoDraw = False
26.1823 	EXP 	text_fixation: autoDraw = True
26.1829 	EXP 	window1: blendMode = 'avg'
26.1994 	EXP 	window1: blendMode = 'avg'
26.2163 	EXP 	window1: blendMode = 'avg'
26.2330 	EXP 	window1: blendMode = 'avg'
26.2500 	EXP 	window1: blendMode = 'avg'
26.2665 	EXP 	window1: blendMode = 'avg'
26.2833 	EXP 	window1: blendMode = 'avg'
26.3000 	EXP 	window1: blendMode = 'avg'
26.3169 	EXP 	window1: blendMode = 'avg'
26.3336 	EXP 	window1: blendMode = 'avg'
26.3502 	EXP 	window1: blendMode = 'avg'
26.3668 	EXP 	window1: blendMode = 'avg'
26.3835 	EXP 	window1: blendMode = 'avg'
26.4004 	EXP 	window1: blendMode = 'avg'
26.4168 	EXP 	window1: blendMode = 'avg'
26.4336 	EXP 	window1: blendMode = 'avg'
26.4503 	EXP 	window1: blendMode = 'avg'
26.4669 	EXP 	window1: blendMode = 'avg'
26.4835 	EXP 	window1: blendMode = 'avg'
26.5002 	EXP 	window1: blendMode = 'avg'
26.5168 	EXP 	window1: blendMode = 'avg'
26.5336 	EXP 	window1: blendMode = 'avg'
26.5503 	EXP 	window1: blendMode = 'avg'
26.5662 	EXP 	window1: blendMode = 'avg'
26.5830 	EXP 	window1: blendMode = 'avg'
26.5999 	EXP 	window1: blendMode = 'avg'
26.6168 	EXP 	window1: blendMode = 'avg'
26.6336 	EXP 	window1: blendMode = 'avg'
26.6503 	EXP 	window1: blendMode = 'avg'
26.6668 	EXP 	window1: blendMode = 'avg'
26.6828 	EXP 	Sound  started
26.6837 	EXP 	window1: blendMode = 'avg'
26.7002 	EXP 	window1: blendMode = 'avg'
26.7169 	EXP 	window1: blendMode = 'avg'
26.7331 	EXP 	window1: blendMode = 'avg'
26.7494 	EXP 	window1: blendMode = 'avg'
26.7660 	EXP 	window1: blendMode = 'avg'
26.7827 	EXP 	window1: blendMode = 'avg'
26.7995 	EXP 	window1: blendMode = 'avg'
26.8162 	EXP 	window1: blendMode = 'avg'
26.8329 	EXP 	window1: blendMode = 'avg'
26.8492 	DATA 	Keypress: return
26.8497 	EXP 	window1: blendMode = 'avg'
26.8662 	EXP 	window1: blendMode = 'avg'
26.8828 	EXP 	window1: blendMode = 'avg'
26.8997 	EXP 	window1: blendMode = 'avg'
26.9161 	EXP 	window1: blendMode = 'avg'
26.9329 	EXP 	window1: blendMode = 'avg'
26.9494 	EXP 	window1: blendMode = 'avg'
26.9660 	EXP 	window1: blendMode = 'avg'
26.9827 	EXP 	window1: blendMode = 'avg'
26.9996 	EXP 	window1: blendMode = 'avg'
27.0163 	EXP 	window1: blendMode = 'avg'
27.0333 	EXP 	window1: blendMode = 'avg'
27.0500 	EXP 	window1: blendMode = 'avg'
27.0667 	EXP 	window1: blendMode = 'avg'
27.0834 	EXP 	window1: blendMode = 'avg'
27.0999 	EXP 	window1: blendMode = 'avg'
27.1167 	EXP 	window1: blendMode = 'avg'
27.1335 	EXP 	window1: blendMode = 'avg'
27.1502 	EXP 	window1: blendMode = 'avg'
27.1824 	EXP 	text_fixation: autoDraw = False
28.0995 	DATA 	Keypress: right
28.1003 	EXP 	Sound  stopped
28.1123 	EXP 	window1: blendMode = 'avg'
28.1160 	EXP 	text_fixation: autoDraw = False
28.1160 	EXP 	text_type: alignHoriz = 'left'
28.1160 	EXP 	text_type: autoDraw = True
28.1160 	EXP 	text_type: text = u'What did you hear?\n'
28.1165 	EXP 	window1: blendMode = 'avg'
28.1329 	EXP 	window1: blendMode = 'avg'
28.1497 	EXP 	window1: blendMode = 'avg'
28.1665 	EXP 	window1: blendMode = 'avg'
28.1832 	EXP 	window1: blendMode = 'avg'
28.1999 	EXP 	window1: blendMode = 'avg'
28.2162 	EXP 	window1: blendMode = 'avg'
28.2331 	EXP 	window1: blendMode = 'avg'
28.2499 	EXP 	window1: blendMode = 'avg'
28.2666 	EXP 	window1: blendMode = 'avg'
28.2833 	EXP 	window1: blendMode = 'avg'
28.3000 	EXP 	window1: blendMode = 'avg'
28.3167 	EXP 	window1: blendMode = 'avg'
28.3334 	EXP 	window1: blendMode = 'avg'
28.3502 	EXP 	window1: blendMode = 'avg'
28.3667 	EXP 	window1: blendMode = 'avg'
28.3834 	EXP 	window1: blendMode = 'avg'
28.4002 	EXP 	window1: blendMode = 'avg'
28.4167 	EXP 	window1: blendMode = 'avg'
28.4335 	EXP 	window1: blendMode = 'avg'
28.4502 	EXP 	window1: blendMode = 'avg'
28.4668 	EXP 	window1: blendMode = 'avg'
28.4835 	EXP 	window1: blendMode = 'avg'
28.5000 	EXP 	window1: blendMode = 'avg'
28.5165 	EXP 	window1: blendMode = 'avg'
28.5331 	EXP 	window1: blendMode = 'avg'
28.5496 	DATA 	Keypress: right
28.5505 	EXP 	window1: blendMode = 'avg'
28.5668 	EXP 	window1: blendMode = 'avg'
28.5834 	EXP 	window1: blendMode = 'avg'
28.6001 	EXP 	window1: blendMode = 'avg'
28.6168 	EXP 	window1: blendMode = 'avg'
28.6336 	EXP 	window1: blendMode = 'avg'
28.6502 	EXP 	window1: blendMode = 'avg'
28.6667 	EXP 	window1: blendMode = 'avg'
28.6835 	EXP 	window1: blendMode = 'avg'
28.7001 	EXP 	window1: blendMode = 'avg'
28.7167 	EXP 	window1: blendMode = 'avg'
28.7335 	EXP 	window1: blendMode = 'avg'
28.7494 	EXP 	window1: blendMode = 'avg'
28.7660 	EXP 	window1: blendMode = 'avg'
28.7829 	EXP 	window1: blendMode = 'avg'
28.7996 	EXP 	window1: blendMode = 'avg'
28.8163 	EXP 	window1: blendMode = 'avg'
28.8330 	EXP 	window1: blendMode = 'avg'
28.8498 	EXP 	window1: blendMode = 'avg'
28.8665 	EXP 	window1: blendMode = 'avg'
28.8832 	EXP 	window1: blendMode = 'avg'
28.8995 	DATA 	Keypress: return
28.9002 	EXP 	window1: blendMode = 'avg'
28.9185 	EXP 	New trial (rep=0, index=2): {'word': u'\u500b', 'file': u'stimuli/172.wav', 'word_id': 172}
28.9188 	EXP 	Set  sound=stimuli/172.wav
28.9193 	EXP 	window1: blendMode = 'avg'
28.9322 	EXP 	text_type: autoDraw = False
28.9322 	EXP 	text_fixation: autoDraw = True
28.9336 	EXP 	window1: blendMode = 'avg'
28.9495 	EXP 	window1: blendMode = 'avg'
28.9661 	EXP 	window1: blendMode = 'avg'
28.9829 	EXP 	window1: blendMode = 'avg'
28.9997 	EXP 	window1: blendMode = 'avg'
29.0165 	EXP 	window1: blendMode = 'avg'
29.0334 	EXP 	window1: blendMode = 'avg'
29.0501 	EXP 	window1: blendMode = 'avg'
29.0667 	EXP 	window1: blendMode = 'avg'
29.0833 	EXP 	window1: blendMode = 'avg'
29.1003 	EXP 	window1: blendMode = 'avg'
29.1168 	EXP 	window1: blendMode = 'avg'
29.1334 	EXP 	window1: blendMode = 'avg'
29.1503 	EXP 	window1: blendMode = 'avg'
29.1667 	EXP 	window1: blendMode = 'avg'
29.1835 	EXP 	window1: blendMode = 'avg'
29.2002 	EXP 	window1: blendMode = 'avg'
29.2168 	EXP 	window1: blendMode = 'avg'
29.2335 	EXP 	window1: blendMode = 'avg'
29.2502 	EXP 	window1: blendMode = 'avg'
29.2669 	EXP 	window1: blendMode = 'avg'
29.2829 	DATA 	Keypress: right
29.2843 	EXP 	Sound  stopped
29.3001 	EXP 	window1: blendMode = 'avg'
29.3029 	EXP 	text_fixation: autoDraw = False
29.3029 	EXP 	text_type: alignHoriz = 'left'
29.3029 	EXP 	text_type: autoDraw = True
29.3029 	EXP 	text_type: text = u'What did you hear?\n'
29.3033 	EXP 	window1: blendMode = 'avg'
29.3160 	EXP 	window1: blendMode = 'avg'
29.3330 	EXP 	window1: blendMode = 'avg'
29.3499 	EXP 	window1: blendMode = 'avg'
29.3669 	EXP 	window1: blendMode = 'avg'
29.3834 	EXP 	window1: blendMode = 'avg'
29.4001 	EXP 	window1: blendMode = 'avg'
29.4168 	EXP 	window1: blendMode = 'avg'
29.4335 	EXP 	window1: blendMode = 'avg'
29.4502 	EXP 	window1: blendMode = 'avg'
29.4662 	DATA 	Keypress: return
29.4673 	EXP 	window1: blendMode = 'avg'
29.4844 	EXP 	New trial (rep=0, index=3): {'word': u'\u4ec0\u9ebc', 'file': u'stimuli/378.wav', 'word_id': 378}
29.4850 	EXP 	Set  sound=stimuli/378.wav
29.4861 	EXP 	window1: blendMode = 'avg'
29.4989 	EXP 	text_type: autoDraw = False
29.4989 	EXP 	text_fixation: autoDraw = True
29.4995 	EXP 	window1: blendMode = 'avg'
29.5165 	EXP 	window1: blendMode = 'avg'
29.5333 	EXP 	window1: blendMode = 'avg'
29.5501 	EXP 	window1: blendMode = 'avg'
29.5661 	DATA 	Keypress: right
29.5672 	EXP 	Sound  stopped
29.5774 	EXP 	window1: blendMode = 'avg'
29.5822 	EXP 	text_fixation: autoDraw = False
29.5822 	EXP 	text_type: alignHoriz = 'left'
29.5822 	EXP 	text_type: autoDraw = True
29.5822 	EXP 	text_type: text = u'What did you hear?\n'
29.5827 	EXP 	window1: blendMode = 'avg'
29.5996 	EXP 	window1: blendMode = 'avg'
29.6163 	EXP 	window1: blendMode = 'avg'
29.6332 	EXP 	window1: blendMode = 'avg'
29.6500 	EXP 	window1: blendMode = 'avg'
29.6667 	EXP 	window1: blendMode = 'avg'
29.6834 	EXP 	window1: blendMode = 'avg'
29.6840 	DATA 	Keypress: return
29.7002 	EXP 	window1: blendMode = 'avg'
29.7179 	EXP 	New trial (rep=0, index=4): {'word': u'mm', 'file': u'stimuli/289.wav', 'word_id': 289}
29.7185 	EXP 	Set  sound=stimuli/289.wav
29.7195 	EXP 	window1: blendMode = 'avg'
29.7323 	EXP 	text_type: autoDraw = False
29.7323 	EXP 	text_fixation: autoDraw = True
29.7327 	EXP 	window1: blendMode = 'avg'
29.7494 	EXP 	window1: blendMode = 'avg'
29.7660 	EXP 	window1: blendMode = 'avg'
29.7828 	EXP 	window1: blendMode = 'avg'
29.7994 	EXP 	window1: blendMode = 'avg'
29.8158 	DATA 	Keypress: right
29.8165 	EXP 	Sound  stopped
29.8313 	EXP 	window1: blendMode = 'avg'
29.8343 	EXP 	text_fixation: autoDraw = False
29.8343 	EXP 	text_type: alignHoriz = 'left'
29.8343 	EXP 	text_type: autoDraw = True
29.8343 	EXP 	text_type: text = u'What did you hear?\n'
29.8348 	EXP 	window1: blendMode = 'avg'
29.8497 	EXP 	window1: blendMode = 'avg'
29.8664 	EXP 	window1: blendMode = 'avg'
29.8833 	EXP 	window1: blendMode = 'avg'
29.8998 	EXP 	window1: blendMode = 'avg'
29.9167 	EXP 	window1: blendMode = 'avg'
29.9334 	EXP 	window1: blendMode = 'avg'
29.9502 	EXP 	window1: blendMode = 'avg'
29.9670 	EXP 	window1: blendMode = 'avg'
29.9829 	DATA 	Keypress: right
29.9837 	EXP 	window1: blendMode = 'avg'
30.0001 	EXP 	window1: blendMode = 'avg'
30.0168 	EXP 	window1: blendMode = 'avg'
30.0335 	EXP 	window1: blendMode = 'avg'
30.0502 	EXP 	window1: blendMode = 'avg'
30.0669 	EXP 	window1: blendMode = 'avg'
30.0835 	EXP 	window1: blendMode = 'avg'
30.1005 	EXP 	window1: blendMode = 'avg'
30.1168 	EXP 	window1: blendMode = 'avg'
30.1334 	EXP 	window1: blendMode = 'avg'
30.1502 	EXP 	window1: blendMode = 'avg'
30.1662 	DATA 	Keypress: right
30.1671 	EXP 	window1: blendMode = 'avg'
30.1835 	EXP 	window1: blendMode = 'avg'
30.2002 	EXP 	window1: blendMode = 'avg'
30.2166 	EXP 	window1: blendMode = 'avg'
30.2329 	DATA 	Keypress: return
30.2339 	EXP 	window1: blendMode = 'avg'
30.2511 	EXP 	New trial (rep=0, index=5): {'word': u'\u5b57', 'file': u'stimuli/408.wav', 'word_id': 408}
30.2516 	EXP 	Set  sound=stimuli/408.wav
30.2527 	EXP 	window1: blendMode = 'avg'
30.2655 	EXP 	text_type: autoDraw = False
30.2655 	EXP 	text_fixation: autoDraw = True
30.2661 	EXP 	window1: blendMode = 'avg'
30.2831 	EXP 	window1: blendMode = 'avg'
30.2997 	EXP 	window1: blendMode = 'avg'
30.3166 	EXP 	window1: blendMode = 'avg'
30.3334 	EXP 	window1: blendMode = 'avg'
30.3500 	EXP 	window1: blendMode = 'avg'
30.3665 	EXP 	window1: blendMode = 'avg'
30.3832 	EXP 	window1: blendMode = 'avg'
30.3998 	EXP 	window1: blendMode = 'avg'
30.4166 	EXP 	window1: blendMode = 'avg'
30.4327 	DATA 	Keypress: right
30.4337 	EXP 	Sound  stopped
30.4463 	EXP 	window1: blendMode = 'avg'
30.4501 	EXP 	text_fixation: autoDraw = False
30.4501 	EXP 	text_type: alignHoriz = 'left'
30.4501 	EXP 	text_type: autoDraw = True
30.4501 	EXP 	text_type: text = u'What did you hear?\n'
30.4506 	EXP 	window1: blendMode = 'avg'
30.4660 	DATA 	Keypress: return
30.4665 	EXP 	window1: blendMode = 'avg'
30.4838 	EXP 	New trial (rep=0, index=6): {'word': u'\u53ef\u662f', 'file': u'stimuli/100.wav', 'word_id': 100}
30.4843 	EXP 	Set  sound=stimuli/100.wav
30.4851 	EXP 	window1: blendMode = 'avg'
30.4990 	EXP 	text_type: autoDraw = False
30.4990 	EXP 	text_fixation: autoDraw = True
30.4998 	EXP 	window1: blendMode = 'avg'
30.5167 	EXP 	window1: blendMode = 'avg'
30.5333 	EXP 	window1: blendMode = 'avg'
30.5502 	EXP 	window1: blendMode = 'avg'
30.5668 	EXP 	window1: blendMode = 'avg'
30.5831 	EXP 	window1: blendMode = 'avg'
30.5998 	EXP 	window1: blendMode = 'avg'
30.6161 	DATA 	Keypress: right
30.6170 	EXP 	Sound  stopped
30.6289 	EXP 	window1: blendMode = 'avg'
30.6326 	EXP 	text_fixation: autoDraw = False
30.6326 	EXP 	text_type: alignHoriz = 'left'
30.6326 	EXP 	text_type: autoDraw = True
30.6326 	EXP 	text_type: text = u'What did you hear?\n'
30.6330 	EXP 	window1: blendMode = 'avg'
30.6497 	EXP 	window1: blendMode = 'avg'
30.6665 	EXP 	window1: blendMode = 'avg'
30.6833 	EXP 	window1: blendMode = 'avg'
30.7001 	EXP 	window1: blendMode = 'avg'
30.7169 	EXP 	window1: blendMode = 'avg'
30.7330 	EXP 	window1: blendMode = 'avg'
30.7493 	EXP 	window1: blendMode = 'avg'
30.7660 	EXP 	window1: blendMode = 'avg'
30.7827 	EXP 	window1: blendMode = 'avg'
30.7994 	EXP 	window1: blendMode = 'avg'
30.8159 	DATA 	Keypress: right
30.8165 	EXP 	window1: blendMode = 'avg'
30.8330 	EXP 	window1: blendMode = 'avg'
30.8499 	EXP 	window1: blendMode = 'avg'
30.8665 	EXP 	window1: blendMode = 'avg'
30.8835 	EXP 	window1: blendMode = 'avg'
30.8998 	DATA 	Keypress: return
30.9006 	EXP 	window1: blendMode = 'avg'
30.9164 	EXP 	window1: blendMode = 'avg'
30.9345 	EXP 	New trial (rep=0, index=7): {'word': u'eh', 'file': u'stimuli/333.wav', 'word_id': 333}
30.9350 	EXP 	Set  sound=stimuli/333.wav
30.9361 	EXP 	window1: blendMode = 'avg'
30.9489 	EXP 	text_type: autoDraw = False
30.9489 	EXP 	text_fixation: autoDraw = True
30.9496 	EXP 	window1: blendMode = 'avg'
30.9666 	EXP 	window1: blendMode = 'avg'
30.9831 	EXP 	window1: blendMode = 'avg'
30.9999 	EXP 	window1: blendMode = 'avg'
31.0166 	EXP 	window1: blendMode = 'avg'
31.0328 	DATA 	Keypress: right
31.0337 	EXP 	Sound  stopped
31.0510 	EXP 	window1: blendMode = 'avg'
31.0538 	EXP 	text_fixation: autoDraw = False
31.0538 	EXP 	text_type: alignHoriz = 'left'
31.0538 	EXP 	text_type: autoDraw = True
31.0538 	EXP 	text_type: text = u'What did you hear?\n'
31.0542 	EXP 	window1: blendMode = 'avg'
31.0660 	EXP 	window1: blendMode = 'avg'
31.0830 	EXP 	window1: blendMode = 'avg'
31.0994 	DATA 	Keypress: return
31.1001 	EXP 	window1: blendMode = 'avg'
31.1174 	EXP 	New trial (rep=0, index=8): {'word': u'\u6bcf', 'file': u'stimuli/320.wav', 'word_id': 320}
31.1178 	EXP 	Set  sound=stimuli/320.wav
31.1187 	EXP 	window1: blendMode = 'avg'
31.1324 	EXP 	text_type: autoDraw = False
31.1324 	EXP 	text_fixation: autoDraw = True
31.1334 	EXP 	window1: blendMode = 'avg'
31.1502 	EXP 	window1: blendMode = 'avg'
31.1670 	EXP 	window1: blendMode = 'avg'
31.1834 	EXP 	window1: blendMode = 'avg'
31.2002 	EXP 	window1: blendMode = 'avg'
31.2170 	EXP 	window1: blendMode = 'avg'
31.2337 	EXP 	window1: blendMode = 'avg'
31.2503 	EXP 	window1: blendMode = 'avg'
31.2662 	DATA 	Keypress: right
31.2672 	EXP 	Sound  stopped
31.2838 	EXP 	window1: blendMode = 'avg'
31.2866 	EXP 	text_fixation: autoDraw = False
31.2866 	EXP 	text_type: alignHoriz = 'left'
31.2866 	EXP 	text_type: autoDraw = True
31.2866 	EXP 	text_type: text = u'What did you hear?\n'
31.2870 	EXP 	window1: blendMode = 'avg'
31.2993 	EXP 	window1: blendMode = 'avg'
31.3163 	EXP 	window1: blendMode = 'avg'
31.3333 	EXP 	window1: blendMode = 'avg'
31.3499 	DATA 	Keypress: return
31.3507 	EXP 	window1: blendMode = 'avg'
31.3677 	EXP 	New trial (rep=0, index=9): {'word': u'mm', 'file': u'stimuli/38.wav', 'word_id': 38}
31.3684 	EXP 	Set  sound=stimuli/38.wav
31.3696 	EXP 	window1: blendMode = 'avg'
31.3823 	EXP 	text_type: autoDraw = False
31.3823 	EXP 	text_fixation: autoDraw = True
31.3831 	EXP 	window1: blendMode = 'avg'
31.3996 	EXP 	window1: blendMode = 'avg'
31.4166 	EXP 	window1: blendMode = 'avg'
31.4335 	EXP 	window1: blendMode = 'avg'
31.4496 	DATA 	Keypress: right
31.4506 	EXP 	Sound  stopped
31.4698 	EXP 	window1: blendMode = 'avg'
31.4726 	EXP 	text_fixation: autoDraw = False
31.4726 	EXP 	text_type: alignHoriz = 'left'
31.4726 	EXP 	text_type: autoDraw = True
31.4726 	EXP 	text_type: text = u'What did you hear?\n'
31.4730 	EXP 	window1: blendMode = 'avg'
31.4827 	EXP 	window1: blendMode = 'avg'
31.4996 	EXP 	window1: blendMode = 'avg'
31.5164 	EXP 	window1: blendMode = 'avg'
31.5333 	EXP 	window1: blendMode = 'avg'
31.5496 	DATA 	Keypress: return
31.5504 	EXP 	window1: blendMode = 'avg'
31.5671 	EXP 	New trial (rep=0, index=10): {'word': u'\u6bd4\u8f03', 'file': u'stimuli/477.wav', 'word_id': 477}
31.5676 	EXP 	Set  sound=stimuli/477.wav
31.5684 	EXP 	window1: blendMode = 'avg'
31.5822 	EXP 	text_type: autoDraw = False
31.5822 	EXP 	text_fixation: autoDraw = True
31.5828 	EXP 	window1: blendMode = 'avg'
31.5997 	EXP 	window1: blendMode = 'avg'
31.6167 	EXP 	window1: blendMode = 'avg'
31.6333 	EXP 	window1: blendMode = 'avg'
31.6500 	EXP 	window1: blendMode = 'avg'
31.6667 	EXP 	window1: blendMode = 'avg'
31.6834 	EXP 	window1: blendMode = 'avg'
31.6998 	EXP 	window1: blendMode = 'avg'
31.7167 	EXP 	window1: blendMode = 'avg'
31.7333 	EXP 	window1: blendMode = 'avg'
31.7494 	EXP 	window1: blendMode = 'avg'
31.7660 	EXP 	window1: blendMode = 'avg'
31.7830 	EXP 	window1: blendMode = 'avg'
31.7998 	EXP 	window1: blendMode = 'avg'
31.8166 	EXP 	window1: blendMode = 'avg'
31.8333 	EXP 	window1: blendMode = 'avg'
31.8501 	EXP 	window1: blendMode = 'avg'
31.8667 	EXP 	window1: blendMode = 'avg'
31.8835 	EXP 	window1: blendMode = 'avg'
31.9001 	EXP 	window1: blendMode = 'avg'
31.9168 	EXP 	window1: blendMode = 'avg'
31.9335 	EXP 	window1: blendMode = 'avg'
31.9502 	EXP 	window1: blendMode = 'avg'
31.9667 	DATA 	Keypress: lalt
31.9678 	EXP 	window1: blendMode = 'avg'
31.9828 	EXP 	window1: blendMode = 'avg'
31.9997 	EXP 	window1: blendMode = 'avg'
32.0164 	EXP 	window1: blendMode = 'avg'
32.0332 	EXP 	window1: blendMode = 'avg'
32.0501 	EXP 	window1: blendMode = 'avg'
32.0661 	EXP 	window1: blendMode = 'avg'
32.0824 	EXP 	Sound  started
32.0830 	EXP 	window1: blendMode = 'avg'
32.0996 	EXP 	window1: blendMode = 'avg'
32.1166 	EXP 	window1: blendMode = 'avg'
32.1332 	EXP 	window1: blendMode = 'avg'
32.1499 	EXP 	window1: blendMode = 'avg'
32.1663 	EXP 	window1: blendMode = 'avg'
32.1831 	EXP 	window1: blendMode = 'avg'
32.2000 	EXP 	window1: blendMode = 'avg'
32.2167 	EXP 	window1: blendMode = 'avg'
32.2335 	EXP 	window1: blendMode = 'avg'
32.2501 	EXP 	window1: blendMode = 'avg'
32.2663 	EXP 	window1: blendMode = 'avg'
32.2832 	EXP 	window1: blendMode = 'avg'
32.3001 	EXP 	window1: blendMode = 'avg'
32.3166 	EXP 	window1: blendMode = 'avg'
32.3332 	EXP 	window1: blendMode = 'avg'
32.3498 	EXP 	window1: blendMode = 'avg'
32.3665 	EXP 	window1: blendMode = 'avg'
32.3831 	EXP 	window1: blendMode = 'avg'
32.3998 	EXP 	window1: blendMode = 'avg'
32.4164 	EXP 	window1: blendMode = 'avg'
32.4334 	EXP 	window1: blendMode = 'avg'
32.4501 	EXP 	window1: blendMode = 'avg'
32.4668 	EXP 	window1: blendMode = 'avg'
32.4835 	EXP 	window1: blendMode = 'avg'
32.5002 	EXP 	window1: blendMode = 'avg'
32.5168 	EXP 	window1: blendMode = 'avg'
32.5335 	EXP 	window1: blendMode = 'avg'
32.5502 	EXP 	window1: blendMode = 'avg'
32.5824 	EXP 	text_fixation: autoDraw = False
